,address,sold,days,discount,price,Ration2Median,MonthList,MonthSold,NumList,NumPC,NumSold
544,"10 Vista Ter, Livingston, NJ 07039",1,0,100.0,999999,1.9,0,11,0,0,1
545,"6 Countryside Dr, Livingston, NJ 07039",1,135,100.0,499000,0.95,7,11,1,0,1
546,"38 Spring Rd, Livingston, NJ 07039",1,77,100.0,550000,1.04,8,11,2,0,2
547,"2 Ventnor Pl, Livingston, NJ 07039",1,192,75.2,790000,1.5,5,11,3,5,3
548,"47 N Livingston Ave, Livingston, NJ 07039",1,0,100.0,622500,1.18,0,11,0,0,1
549,"19 Cobblewood Rd, Livingston, NJ 07039",1,141,94.9,940000,1.78,6,11,1,1,1
550,"33 Hickory Pl, Livingston, NJ 07039",1,120,95.6,667500,1.27,7,11,1,0,2
551,"55 Bennington Rd, Livingston, NJ 07039",1,69,102.4,675000,1.28,9,11,2,0,4
552,"129 Walnut St, Livingston, NJ 07039",1,0,100.0,405000,0.77,0,8,0,0,2
553,"13 Winchester Rd, Livingston, NJ 07039",1,65,101.2,505000,0.96,9,11,2,0,3
554,"33 Wilson Ter, Livingston, NJ 07039",1,156,86.9,765000,1.45,6,11,1,1,3
555,"20 Elmwood Dr, Livingston, NJ 07039",1,98,97.7,878000,1.66,8,11,2,0,4
556,"39 Melrose Dr, Livingston, NJ 07039",1,217,86.8,955000,1.81,4,11,1,4,2
557,"16 Cliffside Dr, Livingston, NJ 07039",1,0,100.0,545000,1.03,0,5,0,0,4
558,"81 N Ashby Ave, Livingston, NJ 07039",1,41,109.2,415000,0.79,9,11,3,4,1
559,"1 Dickinson Ln, Livingston, NJ 07039",1,0,100.0,645000,1.22,8,10,2,0,4
560,"40 Spring Rd, Livingston, NJ 07039",1,0,100.0,550000,1.04,0,8,0,0,2
561,"1 Bellcourt Pl, Livingston, NJ 07039",1,0,100.0,725000,1.37,7,10,4,4,3
562,"146 Madison Ct, Livingston, NJ 07039",1,211,89.2,445000,0.84,4,10,1,2,1
563,"17 Troy Dr, Livingston, NJ 07039",1,176,102.3,705000,1.34,5,10,2,0,3
564,"13 Spier Dr, Livingston, NJ 07039",1,124,93.2,605000,1.15,6,10,1,1,1
565,"49 N Mitchell Ave, Livingston, NJ 07039",1,325,84.6,488000,0.93,12,10,1,3,4
566,"8 Hillside Ter, Livingston, NJ 07039",1,116,109.5,438000,0.83,8,12,1,0,1
567,"51 N Livingston Ave, Livingston, NJ 07039",1,134,93.6,622500,1.18,6,10,3,1,1
568,"2 Springbrook Pl, Livingston, NJ 07039",1,103,95.2,1190000,2.26,7,10,3,1,3
569,"96 Falcon Rd, Livingston, NJ 07039",1,97,88.6,530000,1.0,7,10,1,2,1
570,"26 Mayhew Dr, Livingston, NJ 07039",1,105,960.8,1225000,2.32,7,10,1,1,2
571,"16 Tower Rd, Livingston, NJ 07039",1,2061,121.4,425000,0.81,3,10,1,1,1
572,"437 S Livingston Ave, Livingston, NJ 07039",1,0,100.0,565000,1.07,0,10,0,0,3
573,"10 Dellmead Dr, Livingston, NJ 07039",1,111,96.7,595000,1.13,6,10,1,0,3
574,"17 Bonnyview Dr, Livingston, NJ 07039",1,0,100.0,905000,1.72,5,8,1,0,2
575,"61 Rockledge Dr, Livingston, NJ 07039",1,0,100.0,985000,1.87,7,9,1,0,2
576,"2 Harvard Pl, Livingston, NJ 07039",1,0,100.0,1100000,2.09,2,7,1,0,4
577,"19 Stratford Dr, Livingston, NJ 07039",1,181,85.5,1150000,2.18,4,10,1,2,2
578,"29 Chelsea Dr, Livingston, NJ 07039",1,133,93.6,1403700,2.66,6,10,1,0,2
579,"52 Hickory Pl, Livingston, NJ 07039",1,115,98.3,737500,1.4,6,10,2,1,3
580,"29 Charles St, Livingston, NJ 07039",1,61,101.0,605000,1.15,8,10,1,0,1
581,"4 Rumson Rd, Livingston, NJ 07039",1,63,97.7,771180,1.46,8,10,2,0,2
582,"9 Brandon Ave, Livingston, NJ 07039",1,0,100.0,600000,1.14,0,9,0,0,2
583,"108 Falcon Rd, Livingston, NJ 07039",1,69,100.0,500000,0.95,8,10,1,0,1
584,"12 Coventry Rd, Livingston, NJ 07039",1,936,87.5,1400000,2.65,3,10,2,0,2
585,"23 Melrose Dr, Livingston, NJ 07039",1,55,100.0,450000,0.85,8,10,2,0,5
586,"31 Kearny Ter, Livingston, NJ 07039",1,180,88.4,573400,1.09,4,10,2,2,2
587,"281 N Livingston Ave, Livingston, NJ 07039",1,1334,100.0,800000,1.52,2,10,4,2,1
588,"5 Stratford Dr, Livingston, NJ 07039",1,175,92.8,1575000,2.99,4,10,1,2,4
589,"27 Coddington Ter, Livingston, NJ 07039",1,52,98.4,615000,1.17,8,10,1,0,1
590,"88 Falcon Rd, Livingston, NJ 07039",1,63,91.7,640000,1.21,8,10,1,1,1
591,"15 Melrose Dr, Livingston, NJ 07039",1,75,105.9,940000,1.78,7,10,2,0,2
592,"113 E Cedar St, Livingston, NJ 07039",1,334,0.6,3350,0.01,10,9,4,8,4
593,"316 Hillside Ave, Livingston, NJ 07039",1,88,98.1,705000,1.34,7,9,1,0,2
594,"31 Deerfield Rd, Livingston, NJ 07039",1,0,100.0,855000,1.62,7,9,1,0,6
595,"20 Cherry Hill Rd, Livingston, NJ 07039",1,62,106.3,726000,1.38,7,9,1,0,1
596,"56 S Ashby Ave, Livingston, NJ 07039",1,0,100.0,950000,1.8,2,4,1,0,3
597,"63 Belmont Dr, Livingston, NJ 07039",1,0,100.0,480000,0.91,5,8,1,0,2
598,"7 Crossbrook Rd, Livingston, NJ 07039",1,0,100.0,989999,1.88,0,7,0,0,2
599,"22 Claremont Ave, Livingston, NJ 07039",1,0,100.0,535000,1.01,6,8,2,0,2
600,"24 Sycamore Ter, Livingston, NJ 07039",1,0,100.0,274705,0.52,0,4,0,0,2
601,"85 Byram Ridge Rd, Armonk, NY 10504",1,726,100.0,2300000,1.95,6,6,4,3,6
602,"38 Sarles St, Armonk, NY 10504",1,153,101.8,1150000,0.97,1,6,2,3,2
603,"3 Norman Pl, Armonk, NY 10504",1,252,96.2,769000,0.65,9,5,1,1,1
604,"20 Byram Brook Pl, Armonk, NY 10504",1,202,88.3,742000,0.63,11,5,1,2,1
605,"3 Kavey Pl, Armonk, NY 10504",1,226,90.6,860000,0.73,10,5,4,3,4
606,"2 Holly Knls, Armonk, NY 10504",1,1049,130.4,1500000,1.27,6,5,1,1,1
607,"1 The Knl, Armonk, NY 10504",1,270,90.9,1450000,1.23,7,3,5,1,3
608,"10 Cobblers Ln, Armonk, NY 10504",1,167,90.8,1270000,1.07,9,2,6,2,3
609,"29 Banksville Rd, Armonk, NY 10504",1,126,98.6,730000,0.62,10,2,3,0,2
610,"9 Palmer Pl, Armonk, NY 10504",1,189,72.2,975000,0.82,8,10,3,7,2
611,"11 Cider Mill Cir, Armonk, NY 10504",1,197,90.5,950000,0.8,7,1,3,2,3
612,"6 Hunter Dr, Armonk, NY 10504",1,92,98.7,610000,0.52,10,1,2,3,3
613,"23 Skyview Dr, Armonk, NY 10504",1,116,94.1,1125000,0.95,9,1,2,4,3
614,"61 High St, Armonk, NY 10504",1,236,89.8,570000,0.48,5,12,3,1,1
615,"17 Whippoorwill Xing, Armonk, NY 10504",1,352,89.4,1050000,0.89,1,12,2,2,1
616,"10 Bayberry Rd, Armonk, NY 10504",1,245,88.3,1633000,1.38,4,12,1,2,3
617,"28 Green Valley Rd, Armonk, NY 10504",1,106,92.1,1500000,1.27,8,12,8,11,1
618,"9 Caruso Pl, Armonk, NY 10504",1,172,87.6,875000,0.74,6,11,1,0,1
619,"14 Elizabeth Pl, Armonk, NY 10504",1,167,79.5,755000,0.64,6,11,1,3,1
620,"70 Byram Ridge Rd, Armonk, NY 10504",1,559,86.2,2218840,1.88,5,11,1,3,3
621,"82 Cox Ave, Armonk, NY 10504",1,0,100.0,675000,0.57,0,7,0,0,2
622,"8 Quinby Ridge Rd, Armonk, NY 10504",1,204,95.4,1525000,1.29,4,11,1,0,3
623,"20 Fawn Ln, Armonk, NY 10504",1,255,81.8,1795000,1.52,2,11,1,3,2
624,"13 Greenway Rd, Armonk, NY 10504",1,192,93.6,1025000,0.87,4,11,1,0,2
625,"14 Cole Dr, Armonk, NY 10504",1,167,82.1,4600000,3.89,5,11,1,0,3
626,"7 Nichols Rd, Armonk, NY 10504",1,271,93.3,765000,0.65,2,11,1,2,1
627,"38 Green Valley Rd, Armonk, NY 10504",1,235,82.4,1152500,0.97,3,11,2,2,1
628,"26 Round Hill Rd, Armonk, NY 10504",1,267,77.6,970000,0.82,2,10,2,1,2
629,"65 Brookwood Dr, Briarcliff Manor, NY 10510",1,449,81.0,1215000,1.62,2,4,3,5,3
630,"4 Charlotte Ct, Briarcliff Manor, NY 10510",1,232,95.0,950000,1.27,8,4,2,0,3
631,"170 Revolutionary Rd, Scarborough, NY 10510",1,60,100.0,825000,1.1,1,3,1,0,1
632,"73 Hungerford Rd, Briarcliff Manor, NY 10510",1,255,96.8,605000,0.81,6,2,3,0,2
633,"828 Pleasantville Rd, Briarcliff Manor, NY 10510",1,99,99.0,792000,1.06,10,1,1,0,2
634,"6 Greenwood Ct, Briarcliff Manor, NY 10510",1,0,100.0,737000,0.98,0,11,0,0,1
635,"115 Scarborough Rd, Briarcliff Manor, NY 10510",1,172,87.8,860000,1.15,6,11,3,6,2
636,"507 Chappaqua Rd, Briarcliff Manor, NY 10510",1,0,100.0,795000,1.06,0,11,0,0,1
637,"57 Aspinwall Rd, Briarcliff Manor, NY 10510",1,0,100.0,550000,0.73,0,11,0,0,1
638,"792 Sleepy Hollow Rd, Briarcliff Manor, NY 10510",1,0,100.0,1495000,1.99,0,3,0,0,2
639,"3 Willow Dr, Briarcliff Manor, NY 10510",1,0,100.0,575068,0.77,0,10,0,0,1
640,"36 Willow Dr, Briarcliff Manor, NY 10510",1,0,100.0,525000,0.7,0,10,0,0,1
641,"10 Deer Hill Ln, Briarcliff Manor, NY 10510",1,4032,27.7,830000,1.11,9,9,2,0,2
642,"115 Holly Pl, Briarcliff Manor, NY 10510",1,0,100.0,1270000,1.69,0,9,0,0,1
643,"34 Magnolia Rd, Briarcliff Manor, NY 10510",1,0,100.0,659000,0.88,0,9,0,0,1
644,"41 Greenbriar Dr, Chappaqua, NY 10514",1,148,94.5,755625,0.85,1,6,3,1,3
645,"9 Pine Cliff Rd, Chappaqua, NY 10514",1,85,110.8,600000,0.68,3,5,1,1,2
646,"70 Hilltop Dr, Chappaqua, NY 10514",1,84,103.3,1125100,1.27,3,5,2,0,2
647,"180 King St, Chappaqua, NY 10514",1,349,89.5,715000,0.81,6,5,2,4,1
648,"10 Sabina Rd, Chappaqua, NY 10514",1,92,99.1,742000,0.84,2,5,3,5,3
649,"4 Morning View Ct, Chappaqua, NY 10514",1,91,94.4,1275000,1.44,2,5,2,1,2
650,"48 Martha Pl, Chappaqua, NY 10514",1,80,100.0,649000,0.73,2,5,2,3,1
651,"390 Bedford Rd, Chappaqua, NY 10514",1,0,100.0,878500,0.99,4,1,2,0,2
652,"301 Quaker Rd, Chappaqua, NY 10514",1,90,89.7,806000,0.91,1,4,2,1,2
653,"475 Quaker Rd, Chappaqua, NY 10514",1,72,98.1,705500,0.79,2,4,2,0,2
654,"10 Turtleback Way, Chappaqua, NY 10514",1,285,94.8,1800000,2.03,4,2,1,0,3
655,"168 Bedford Rd, Chappaqua, NY 10514",1,287,85.7,685000,0.77,4,1,1,4,1
656,"6 Gatwicke Ct, Chappaqua, NY 10514",1,133,91.3,855000,0.96,9,1,2,4,2
657,"11 Salem Rd, Chappaqua, NY 10514",1,122,98.4,753000,0.85,9,1,1,0,2
658,"8 Hunting Ridge Pl, Chappaqua, NY 10514",1,259,97.0,980000,1.1,4,12,3,7,1
659,"27 Hardscrabble Hill Rd, Chappaqua, NY 10514",1,203,92.1,726500,0.82,6,12,1,1,1
660,"2 Hillside Pl, Chappaqua, NY 10514",1,140,101.1,480000,0.54,8,12,1,0,1
661,"741 Washington Ave, Chappaqua, NY 10514",1,76,94.1,798000,0.9,10,12,3,2,3
662,"230 S Bedford Rd, Chappaqua, NY 10514",1,198,90.7,594000,0.67,5,12,1,2,1
663,"129 Hamilton Rd, Chappaqua, NY 10514",1,124,98.4,629000,0.71,8,12,1,0,4
664,"25 Hemlock Hls, Chappaqua, NY 10514",1,0,100.0,1475000,1.66,5,11,3,4,2
665,"370 Wooded Hill Ct, Chappaqua, NY 10514",1,295,80.5,1035000,1.17,2,11,1,2,3
666,"26 Maple Ave, Chappaqua, NY 10514",1,123,93.3,420000,0.47,7,11,1,0,1
667,"38 Aldridge Rd, Chappaqua, NY 10514",1,244,85.2,1150000,1.3,3,11,1,4,2
668,"35 Florence Dr, Chappaqua, NY 10514",1,141,72.0,540000,0.61,6,10,1,3,2
669,"49 Stornowaye St, Chappaqua, NY 10514",1,0,100.0,7000,0.01,2,4,3,1,4
670,"24 Deerfield Rd, Chappaqua, NY 10514",1,159,97.7,1336000,1.5,5,10,1,0,2
671,"9 Byram Meadows Rd, Chappaqua, NY 10514",1,0,100.0,760000,0.86,0,7,0,0,3
672,"85 Random Farms Dr, Chappaqua, NY 10514",1,269,7.6,106000,0.12,1,10,3,8,3
673,"101 Cross Ridge Rd, Chappaqua, NY 10514",1,0,100.0,963000,1.08,0,9,0,0,4
674,"45 Mayberry Rd, Chappaqua, NY 10514",1,0,100.0,868000,0.98,0,10,0,0,1
675,"4 Tanglewild Pl, Chappaqua, NY 10514",1,0,100.0,110000,0.12,0,2,0,0,3
676,"310 Douglas Rd, Chappaqua, NY 10514",1,0,100.0,794000,0.89,0,7,0,0,3
677,"260 Mill River Rd, Chappaqua, NY 10514",1,21,100.1,1100000,1.24,8,9,4,12,2
678,"32 Overbrook Dr, Millwood, NY 10546",1,219,82.4,700000,1.31,4,11,6,4,2
679,"33 Shingle House Rd, Millwood, NY 10546",1,0,100.0,965000,1.81,0,10,0,0,2
680,"177 Manville Rd, Pleasantville, NY 10570",1,106,100.0,999999,1.38,2,6,2,0,3
681,"476 Washington Ave, Pleasantville, NY 10570",1,56,93.3,390000,0.54,3,5,2,1,2
682,"78 Sunnyside Ave, Pleasantville, NY 10570",1,95,104.1,780000,1.08,1,5,1,0,1
683,"4 Deerfield Ln S, Pleasantville, NY 10570",1,321,80.5,523500,0.72,6,4,3,8,2
684,"17 Cecilia Ln, Pleasantville, NY 10570",1,86,97.3,1100000,1.52,1,4,4,3,5
685,"43 Brookfield Pl, Pleasantville, NY 10570",1,42,104.3,990000,1.37,2,4,2,0,4
686,"6 Orbaek Ln, Pleasantville, NY 10570",1,198,87.3,610000,0.84,8,3,1,4,1
687,"36 Willis Pl, Pleasantville, NY 10570",1,205,94.7,946000,1.31,8,3,1,4,3
688,"2 Fairway Dr, Pleasantville, NY 10570",1,266,78.1,780000,1.08,6,2,3,3,1
689,"22 Marling Ln, Pleasantville, NY 10570",1,294,88.5,1300000,1.8,4,2,3,4,2
690,"296 Bear Ridge Rd, Pleasantville, NY 10570",1,213,97.2,967000,1.34,7,2,2,1,3
691,"35 Stephen Dr, Pleasantville, NY 10570",1,250,80.3,662500,0.92,5,2,1,5,1
692,"121 Oak Dr, Pleasantville, NY 10570",1,103,100.0,784900,1.09,10,1,2,1,2
693,"52 Clinton Ave, Pleasantville, NY 10570",1,139,100.7,673000,0.93,9,1,4,3,3
694,"612 Washington Ave, Pleasantville, NY 10570",1,84,96.6,420000,0.58,10,1,1,0,2
695,"51 Cedar Ave, Pleasantville, NY 10570",1,240,84.7,973000,1.35,4,12,1,2,1
696,"12 Wyeth Ct, Pleasantville, NY 10570",1,0,100.0,5300,0.01,0,3,0,0,2
697,"223 Central Ave, Pleasantville, NY 10570",1,195,92.0,782000,1.08,5,11,1,1,1
698,"22 The Gln, Pleasantville, NY 10570",1,0,100.0,509000,0.7,4,7,5,3,3
699,"40-4 Foxwood Dr, Pleasantville, NY 10570",1,0,100.0,445000,0.62,0,8,0,0,2
700,"3 Bayberry Dr, Pleasantville, NY 10570",1,155,86.2,1370000,1.9,5,10,1,0,2
701,"27 Temple Pl, Pleasantville, NY 10570",1,89,99.8,583500,0.81,7,10,3,0,2
702,"178 Choate Ln, Pleasantville, NY 10570",1,70,100.7,140000,0.19,7,10,1,0,1
703,"8 Highland Ter, Pleasantville, NY 10570",1,87,98.4,855000,1.18,7,9,3,3,5
704,"2 Grandview Cir, Pleasantville, NY 10570",1,78,97.4,925000,1.28,7,9,1,0,2
705,"6 Brook Ln, Scarsdale, NY 10583",1,154,100.6,839838,0.64,1,6,1,0,2
706,"4 Burgess Rd, Scarsdale, NY 10583",1,314,95.0,4750000,3.62,7,6,3,3,2
707,"16 Rectory Ln, Scarsdale, NY 10583",1,230,98.8,2025000,1.54,10,5,1,0,2
708,"7 Homestead Rd, Scarsdale, NY 10583",1,282,90.7,902500,0.69,8,5,2,3,2
709,"172 Fox Meadow Rd, Scarsdale, NY 10583",1,119,98.5,1675000,1.28,1,5,2,3,3
710,"265 Wyndcliffe Rd, Scarsdale, NY 10583",1,109,99.8,827000,0.63,2,5,1,0,2
711,"25 Fox Meadow Rd, Scarsdale, NY 10583",1,100,97.5,1390000,1.06,2,5,2,0,2
712,"6 Scarsdale Farm Rd, Scarsdale, NY 10583",1,105,91.9,1975000,1.5,2,5,1,0,1
713,"36 Aspen Rd, Scarsdale, NY 10583",1,351,80.0,1160000,0.88,6,5,2,6,2
714,"14 Warwick Ave, Scarsdale, NY 10583",1,175,92.6,647000,0.49,11,5,1,1,3
715,"169 Nelson Rd, Scarsdale, NY 10583",1,118,98.3,952500,0.73,1,5,2,2,4
716,"7 Glenwood Rd, Scarsdale, NY 10583",1,151,99.6,945000,0.72,12,5,2,2,2
717,"11 Reimer Rd, Scarsdale, NY 10583",1,392,81.4,5900000,4.5,4,5,3,3,1
718,"17 Herkimer Rd, Scarsdale, NY 10583",1,121,93.6,1100000,0.84,1,5,2,1,2
719,"11 Scarsdale Farm Rd, Scarsdale, NY 10583",1,112,92.1,1100000,0.84,1,5,1,0,1
720,"74 Hampton Rd, Scarsdale, NY 10583",1,111,95.4,1335000,1.02,1,5,1,0,1
721,"26 Broadmoor Rd, Scarsdale, NY 10583",1,226,102.6,1875000,1.43,9,5,1,0,1
722,"10 Hidden Glen Rd, Scarsdale, NY 10583",1,321,75.0,825000,0.63,6,5,1,3,1
723,"239 Rock Creek Ln, Scarsdale, NY 10583",1,161,0.5,5000,0.0,11,5,3,1,2
724,"23 Roxbury Rd, Scarsdale, NY 10583",1,92,98.4,1195000,0.91,1,5,2,1,2
725,"118 Lee Rd, Scarsdale, NY 10583",1,88,108.4,1300000,0.99,1,4,1,0,2
726,"30 Greenacres Ave, Scarsdale, NY 10583",1,0,100.0,10000,0.01,2,7,1,1,4
727,"28 Shawnee Rd, Scarsdale, NY 10583",1,106,94.3,1555000,1.18,1,4,2,0,2
728,"241 Rock Creek Ln, Scarsdale, NY 10583",1,174,79.6,2900000,2.21,11,4,4,5,2
729,"98 Anderson Ave, Scarsdale, NY 10583",1,194,94.3,1085000,0.83,10,4,2,1,3
730,"92 Popham Rd, Scarsdale, NY 10583",1,297,78.0,1400000,1.07,6,4,1,3,4
731,"324 Heathcote Rd, Scarsdale, NY 10583",1,316,82.3,1315000,1.0,6,4,3,3,1
732,"16 Dorchester Dr, Scarsdale, NY 10583",1,65,100.0,1295000,0.99,2,4,1,0,1
733,"146 Fox Meadow Rd, Scarsdale, NY 10583",1,571,82.9,3450000,2.63,9,4,1,3,3
734,"216 Nelson Rd, Scarsdale, NY 10583",1,197,90.2,947000,0.72,9,4,2,1,2
735,"217 Rock Creek Ln, Scarsdale, NY 10583",1,257,91.1,2300000,1.75,7,4,2,2,3
736,"30 Livingston Rd, Scarsdale, NY 10583",1,128,92.3,830000,0.63,11,4,2,3,3
737,"131 Popham Rd, Scarsdale, NY 10583",1,106,78.9,788000,0.6,12,3,1,2,2
738,"6 Torrence Pl, Scarsdale, NY 10583",1,234,89.0,1780000,1.36,7,3,5,4,3
739,"178 Old Wilmot Rd, Scarsdale, NY 10583",1,359,75.1,630000,0.48,3,3,1,5,1
740,"1 Hutchinson Ave, Scarsdale, NY 10583",1,97,107.1,687750,0.52,11,3,1,0,2
741,"328 Sprain Rd, Scarsdale, NY 10583",1,174,93.1,1350000,1.03,9,3,1,1,1
742,"21 Kensington Rd, Scarsdale, NY 10583",1,257,79.8,1825000,1.39,6,2,1,2,2
743,"18 Tanglewood Rd, Scarsdale, NY 10583",1,133,92.0,643000,0.49,10,2,1,0,1
744,"177 Gaylor Rd, Scarsdale, NY 10583",1,153,93.8,778000,0.59,9,2,2,1,1
745,"164 Gaylor Rd, Scarsdale, NY 10583",1,104,99.5,825000,0.63,11,2,2,2,1
746,"1198 Post Rd, Scarsdale, NY 10583",1,273,80.9,805000,0.61,5,2,1,2,1
747,"8 Westview Ln, Scarsdale, NY 10583",1,357,71.4,1925000,1.47,2,1,2,4,1
748,"2 Dickel Rd, Scarsdale, NY 10583",1,190,78.9,765000,0.58,7,1,1,4,1
749,"80 Secor Rd, Scarsdale, NY 10583",1,125,90.8,907750,0.69,9,1,2,0,3
750,"46 Brendon Hill Rd, Scarsdale, NY 10583",1,136,94.0,676200,0.52,9,1,1,0,1
751,"2 Sharon Ln, Scarsdale, NY 10583",1,120,78.7,1800000,1.37,9,1,2,3,3
752,"8 Pheasant Run, Scarsdale, NY 10583",1,229,84.6,1100000,0.84,6,1,2,1,1
753,"55 Penn Blvd, Scarsdale, NY 10583",1,318,84.2,2100000,1.6,2,1,4,1,1
754,"23 Stonehouse Rd, Scarsdale, NY 10583",1,235,86.9,1125000,0.86,5,1,2,1,3
755,"42 Fenimore Rd, Scarsdale, NY 10583",1,221,85.6,1625000,1.24,6,1,2,2,2
756,"168 Bell Rd, Scarsdale, NY 10583",1,110,91.4,960000,0.73,9,1,1,2,2
757,"8 Eaton Ln, Scarsdale, NY 10583",1,73,96.4,795000,0.61,10,12,1,0,1
758,"27 Murray Hill Rd, Scarsdale, NY 10583",1,268,73.0,4595000,3.5,3,12,4,8,2
759,"109 Brewster Rd, Scarsdale, NY 10583",1,276,71.5,1930000,1.47,3,12,1,6,2
760,"9 Carman Rd, Scarsdale, NY 10583",1,307,74.9,785000,0.6,2,12,4,4,2
761,"131 Chalford Ln, Scarsdale, NY 10583",1,113,92.2,645000,0.49,8,12,1,0,1
762,"31 Bretton Rd, Scarsdale, NY 10583",1,112,93.5,1099000,0.84,8,12,2,3,1
763,"14 Old Ln, Scarsdale, NY 10583",1,125,92.0,575000,0.44,8,12,1,1,1
764,"31 Meadow Rd, Scarsdale, NY 10583",1,96,88.1,1258000,0.96,9,12,1,1,1
765,"73 Brewster Rd, Scarsdale, NY 10583",1,90,96.3,1685000,1.28,9,12,2,0,1
766,"8 Overlook Rd, Scarsdale, NY 10583",1,152,92.0,2750000,2.1,7,12,3,0,4
767,"24 Locust Ave, Scarsdale, NY 10583",1,77,95.2,570000,0.43,9,12,1,0,1
768,"15 Whistler Rd, Scarsdale, NY 10583",1,53,101.1,883000,0.67,10,12,2,1,2
769,"11 Coralyn Rd, Scarsdale, NY 10583",1,300,86.9,1065000,0.81,2,12,3,4,3
770,"18 Deerhurst Rd, Scarsdale, NY 10583",1,195,81.7,980000,0.75,5,12,2,5,2
771,"23 Glenwood Rd, Scarsdale, NY 10583",1,204,89.3,1045000,0.8,5,12,1,3,1
772,"23 Kensington Rd, Scarsdale, NY 10583",1,84,100.0,1785000,1.36,9,12,1,0,1
773,"84 Spier Rd, Scarsdale, NY 10583",0,163,100.0,2949000,2.25,1,0,3,2,1
774,"144 Locust Ave, Scarsdale, NY 10583",1,174,85.8,600000,0.46,6,11,1,2,1
775,"181 Clarence Rd, Scarsdale, NY 10583",1,78,97.1,825000,0.63,9,11,3,1,4
776,"58 Walworth Ave, Scarsdale, NY 10583",1,75,94.3,1400000,1.07,9,11,2,0,2
777,"152 Lyons Rd, Scarsdale, NY 10583",1,161,97.3,875000,0.67,6,11,2,0,2
778,"65 Morris Ln, Scarsdale, NY 10583",1,239,88.8,3440000,2.62,4,11,4,1,4
779,"100 Anderson Ave, Scarsdale, NY 10583",1,113,98.1,785000,0.6,8,11,2,3,2
780,"138 Madison Rd, Scarsdale, NY 10583",1,0,100.0,565000,0.43,0,11,0,0,1
781,"61 Runyon Pl, Scarsdale, NY 10583",1,111,102.1,740000,0.56,8,11,2,0,3
782,"11 D Alessio Ct, Scarsdale, NY 10583",1,0,100.0,1199000,0.91,0,11,0,0,2
783,"22 Andrea Ln, Scarsdale, NY 10583",1,203,90.0,1885000,1.44,5,11,1,1,2
784,"285 Old Army Rd, Scarsdale, NY 10583",1,262,94.0,675000,0.51,2,11,2,4,1
785,"21 Highland Way, Scarsdale, NY 10583",1,249,78.5,2585000,1.97,3,11,2,2,3
786,"7 Continental Rd, Scarsdale, NY 10583",1,160,98.8,1705000,1.3,6,11,1,0,2
787,"11 Colonial Rd, Scarsdale, NY 10583",1,0,100.0,660000,0.5,0,2,0,0,2
788,"18 Gatehouse Rd, Scarsdale, NY 10583",1,0,100.0,1200000,0.91,0,2,0,0,4
789,"99 Carthage Rd, Scarsdale, NY 10583",1,224,84.3,800000,0.61,4,11,3,11,2
790,"35 Cushman Rd, Scarsdale, NY 10583",1,267,88.2,4100000,3.12,2,11,3,1,2
791,"150 White Rd, Scarsdale, NY 10583",1,60,100.0,1050000,0.8,9,11,3,0,3
792,"169 Johnson Rd, Scarsdale, NY 10583",1,0,100.0,740000,0.56,0,11,0,0,1
793,"891 Post Rd, Scarsdale, NY 10583",1,0,100.0,579600,0.44,0,11,0,0,1
794,"48 Donnybrook Rd, Scarsdale, NY 10583",1,0,100.0,867500,0.66,0,10,0,0,1
795,"108 Walworth Ave, Scarsdale, NY 10583",1,183,90.3,1170000,0.89,5,10,1,2,1
796,"44 Livingston Rd, Scarsdale, NY 10583",1,105,100.0,745000,0.57,7,10,3,1,3
797,"93 Highland Rd, Scarsdale, NY 10583",1,323,77.7,835000,0.64,12,10,1,4,2
798,"19 Oakstwain Rd, Scarsdale, NY 10583",1,96,96.0,1800000,1.37,7,10,4,0,4
799,"3 Wheelock Rd, Scarsdale, NY 10583",1,0,100.0,1375000,1.05,0,10,0,0,1
800,"106 Dorchester Rd, Scarsdale, NY 10583",1,0,100.0,700000,0.53,0,10,0,0,1
801,"142 Johnson Rd, Scarsdale, NY 10583",1,0,100.0,3750,0.0,0,10,0,0,1
802,"1 Berkeley Rd, Scarsdale, NY 10583",1,3800,66.6,999000,0.76,5,10,1,0,1
803,"15 Cooper Rd, Scarsdale, NY 10583",1,3308,79.7,1650000,1.26,9,6,1,2,2
804,"181 Plymouth Dr, Scarsdale, NY 10583",1,149,97.2,656250,0.5,5,10,3,4,2
805,"93 Sheridan Rd, Scarsdale, NY 10583",1,106,90.2,1200000,0.91,6,10,1,1,1
806,"52 Top O The Ridge Dr, Scarsdale, NY 10583",0,29,98.9,790000,0.6,4,0,3,3,1
807,"116 Lee Rd, Scarsdale, NY 10583",1,157,100.0,1019000,0.78,5,10,1,0,4
808,"36 Mount Joy Ave, Scarsdale, NY 10583",1,138,94.5,1275000,0.97,5,10,2,3,1
809,"64 Westminster Rd, Scarsdale, NY 10583",1,203,78.5,530000,0.4,3,10,1,4,1
810,"153 Clarence Rd, Scarsdale, NY 10583",1,85,104.7,940000,0.72,7,10,1,0,3
811,"8 Barclay Rd, Scarsdale, NY 10583",1,0,100.0,4995,0.0,0,10,0,0,1
812,"1 Penny Ln, Scarsdale, NY 10583",1,200,91.7,1100000,0.84,3,10,2,2,2
813,"25 Sprain Valley Rd, Scarsdale, NY 10583",1,143,85.3,960000,0.73,5,9,2,5,3
